B'g;Temp (K);B'c;Hw (kJ/kg)
0.40;3075;0.206318581;5329.613131
0.40;3100;0.21197829;5503.04207
0.40;3125;0.217931945;5683.067743
0.40;3150;0.224226933;5870.316072
0.40;3175;0.23092201;6065.532858
0.40;3200;0.2380897;6269.605005
0.40;3225;0.245819193;6483.584393
0.40;3250;0.254219817;6708.714483
0.40;3275;0.263425252;6946.459565
0.40;3300;0.273598624;7198.536439
0.40;3325;0.284938743;7466.948025
0.40;3350;0.29768775;7754.01809
0.40;3375;0.312140584;8062.425782
0.40;3400;0.32865681;8395.238058
0.40;3425;0.347675529;8755.937304
0.40;3450;0.369734414;9148.440424
0.40;3475;0.395494289;9577.1045
0.40;3500;0.425771334;10046.71268
0.40;3525;0.461579905;10562.43251
0.40;3550;0.504190407;11129.73721
0.40;3575;0.55520893;11754.27942
0.40;3600;0.616688962;12441.70578
0.40;3625;0.691291507;13197.40142
0.40;3650;0.782520083;14026.15517
0.40;3675;0.895074961;14931.74067
0.40;3700;1.035403605;15916.41552
0.40;3725;1.212586532;16980.35055
0.40;3750;1.439822779;18121.01321
0.40;3775;1.737046069;19332.54081
0.40;3800;2.135815591;20605.14656
0.40;3825;2.689165094;21924.59651
0.40;3850;3.493427864;23271.76458
0.40;3875;4.743217143;24622.1876
0.40;3900;6.897708836;25945.31743
0.40;3925;11.35138683;27202.45984
0.40;3950;25.15990628;28339.04615
0.40;3975;25.15990628;28339.04615
0.40;4000;25.15990628;28339.04615
B'g;Temp (K);B'c;Hw (kJ/kg)
0.50;250;0;-5108.21422
0.50;275;0;-5046.633449
0.50;300;0;-4978.632941
0.50;325;0;-4907.173268
0.50;350;0;-4834.78157
0.50;375;0;-4763.139964
0.50;400;0;-4693.152565
0.50;425;0;-4625.142353
0.50;450;0;-4559.029987
0.50;475;0;-4494.460192
0.50;500;0;-4430.880278
0.50;525;0;-4367.582901
0.50;550;0;-4303.72318
0.50;575;0;-4238.316451
0.50;600;0;-4170.219812
0.50;625;0;-4098.09855
0.50;650;0;-4020.377616
0.50;675;0;-3935.179482
0.50;700;0;-3840.253239
0.50;725;0;-3732.90793
0.50;750;0;-3609.978856
0.50;775;0;-3467.881089
0.50;800;0;-3302.837407
0.50;825;0;-3111.395507
0.50;850;0;-2891.340253
0.50;875;0;-2643.007466
0.50;900;0;-2370.756371
0.50;925;0;-2083.959031
0.50;950;0;-1796.530244
0.50;975;0.000463305;-1524.283362
0.50;1000;0.016542094;-1280.695273
0.50;1025;0.029985667;-1073.264183
0.50;1050;0.040474238;-902.5948928
0.50;1075;0.048227337;-764.2686054
0.50;1100;0.053744264;-651.7133956
0.50;1125;0.057576021;-558.3977023
0.50;1150;0.06020142;-478.8828471
0.50;1175;0.061989332;-409.0494537
0.50;1200;0.063205657;-345.9354502
0.50;1225;0.064035185;-287.4676262
0.50;1250;0.064603946;-232.2118531
0.50;1275;0.064997223;-179.178382
0.50;1300;0.065272681;-127.6816808
0.50;1325;0.065469463;-77.24338201
0.50;1350;0.065614339;-27.52629156
0.50;1375;0.065725816;21.71018698
0.50;1400;0.06581687;70.64017157
0.50;1425;0.065896763;119.3917435
0.50;1450;0.065972267;168.0609205
0.50;1475;0.066048472;216.7212932
0.50;1500;0.066129348;265.4307385
0.50;1525;0.066218115;314.2361493
0.50;1550;0.0663175;363.1768072
0.50;1575;0.066429924;412.2868199
0.50;1600;0.066557615;461.5969084
0.50;1625;0.066702704;511.1357393
0.50;1650;0.06686728;560.9309344
0.50;1675;0.067053439;611.0098522
0.50;1700;0.067263312;661.4002048
0.50;1725;0.067499086;712.1305562
0.50;1750;0.067763027;763.2307331
0.50;1775;0.068057483;814.7321718
0.50;1800;0.068384899;866.6682166
0.50;1825;0.068747819;919.07438
0.50;1850;0.069148892;971.9885743
0.50;1875;0.069590873;1025.451318
0.50;1900;0.070076623;1079.505921
0.50;1925;0.070609112;1134.198651
0.50;1950;0.071191415;1189.57888
0.50;1975;0.07182671;1245.699216
0.50;2000;0.072518276;1302.615613
0.50;2025;0.073269486;1360.387463
0.50;2050;0.074083805;1419.077672
0.50;2075;0.074964784;1478.752707
0.50;2100;0.075916048;1539.482621
0.50;2125;0.076941294;1601.341065
0.50;2150;0.078044276;1664.405261
0.50;2175;0.079228798;1728.755957
0.50;2200;0.080498701;1794.477348
0.50;2225;0.081857851;1861.656978
0.50;2250;0.083310124;1930.385603
0.50;2275;0.084859391;2000.757031
0.50;2300;0.086509507;2072.867932
0.50;2325;0.088264286;2146.817623
0.50;2350;0.090127491;2222.707821
0.50;2375;0.092102814;2300.642378
0.50;2400;0.094193855;2380.726991
0.50;2425;0.096404109;2463.068902
0.50;2450;0.098736946;2547.776575
0.50;2475;0.101195592;2634.95938
0.50;2500;0.103783118;2724.727271
0.50;2525;0.106502423;2817.190477
0.50;2550;0.109356226;2912.459219
0.50;2575;0.112347057;3010.643458
0.50;2600;0.115477256;3111.852696
0.50;2625;0.11874898;3216.195846
0.50;2650;0.122164209;3323.781184
0.50;2675;0.125724773;3434.716426
0.50;2700;0.129432385;3549.108934
0.50;2725;0.133288686;3667.066103
0.50;2750;0.137295318;3788.695952
0.50;2775;0.141454004;3914.10797
0.50;2800;0.145766667;4043.414265
0.50;2825;0.150235576;4176.731068
0.50;2850;0.154863528;4314.180664
0.50;2875;0.159654073;4455.89381
0.50;2900;0.164611805;4602.012745
0.50;2925;0.169742701;4752.694865
0.50;2950;0.175054551;4908.117191
0.50;2975;0.18055747;5068.481728
0.50;3000;0.186264526;5234.021877
0.50;3025;0.192192495;5405.010021
0.50;3050;0.198362767;5581.766466
0.50;3075;0.204802444;5764.669907
0.50;3100;0.211545651;5954.169593
0.50;3125;0.218635112;6150.799389
0.50;3150;0.226124037;6355.193914
0.50;3175;0.234078387;6568.106919
0.50;3200;0.242579596;6790.432039
0.50;3225;0.251727835;7023.225998
0.50;3250;0.261645959;7267.734245
0.50;3275;0.272484268;7525.418856
0.50;3300;0.284426295;7797.988365
0.50;3325;0.297695875;8087.428859
0.50;3350;0.312565827;8396.03533
0.50;3375;0.329368705;8726.441743
0.50;3400;0.348510235;9081.647619
0.50;3425;0.37048626;9465.038087
0.50;3450;0.395904371;9880.39335
0.50;3475;0.425511859;10331.88227
0.50;3500;0.460232333;10824.03343
0.50;3525;0.50121442;11361.6757
0.50;3550;0.549897606;11949.8389
0.50;3575;0.608102836;12593.60454
0.50;3600;0.678159644;13297.89625
0.50;3625;0.763088381;14067.20111
0.50;3650;0.866867718;14905.21607
0.50;3675;0.994837933;15814.41927
0.50;3700;1.154327636;16795.57476
0.50;3725;1.355662492;17847.18963
0.50;3750;1.613856796;18964.95475
0.50;3775;1.951592615;20141.21056
0.50;3800;2.404788686;21364.48319
0.50;3825;3.03381319;22619.126
0.50;3850;3.948323045;23885.06577
0.50;3875;5.369807669;25137.5651
0.50;3900;7.820603729;26346.7024
0.50;3925;12.88541084;27475.63698
0.50;3950;28.56462858;28473.81551
0.50;3975;28.56462858;28473.81551
0.50;4000;28.56462858;28473.81551
B'g;Temp (K);B'c;Hw (kJ/kg)
0.60;250;0;-5357.306943
0.60;275;0;-5299.032746
0.60;300;0;-5233.617085
0.60;325;0;-5163.351359
0.60;350;0;-5090.725507
0.60;375;0;-5017.711462
0.60;400;0;-4945.565135
0.60;425;0;-4874.905103
0.60;450;0;-4805.864849
0.60;475;0;-4738.228238
0.60;500;0;-4671.524942
0.60;525;0;-4605.087857
0.60;550;0;-4538.08012
0.60;575;0;-4469.498079
0.60;600;0;-4398.154087
0.60;625;0;-4322.640987
0.60;650;0;-4241.279298
0.60;675;0;-4152.049605
0.60;700;0;-4052.516625
0.60;725;0;-3939.760321
0.60;750;0;-3810.34602
0.60;775;0;-3660.391716
0.60;800;0;-3485.824361
0.60;825;0;-3282.944387
0.60;850;0;-3049.406235
0.60;875;0;-2785.615676
0.60;900;0;-2496.279707
0.60;925;0;-2191.42614
0.60;950;0;-1885.868462
0.60;975;0;-1596.385265
0.60;1000;0;-1337.253063
0.60;1025;0.005410784;-1116.428973
0.60;1050;0.01679599;-934.6003506
0.60;1075;0.025216965;-787.1475662
0.60;1100;0.031204873;-667.1569122
0.60;1125;0.03535502;-567.7306106
0.60;1150;0.038188363;-483.104504
0.60;1175;0.040107808;-408.8972887
0.60;1200;0.041404415;-341.9475633
0.60;1225;0.042280636;-280.0350194
0.60;1250;0.042874524;-221.6186281
0.60;1275;0.043279398;-165.6313923
0.60;1300;0.043558236;-111.3319337
0.60;1325;0.043753668;-58.20133221
0.60;1350;0.043894746;-5.872739604
0.60;1375;0.044001468;45.9163191
0.60;1400;0.044087786;97.35627146
0.60;1425;0.044163606;148.5875007
0.60;1450;0.044236131;199.7154278
0.60;1475;0.04431075;250.8209407
0.60;1500;0.044391648;301.9676791
0.60;1525;0.044482214;353.2071801
0.60;1550;0.044585324;404.5825564
0.60;1575;0.044703532;456.1311621
0.60;1600;0.044839207;507.8865514
0.60;1625;0.044994624;559.8799425
0.60;1650;0.045172032;612.1413303
0.60;1675;0.045373697;664.7003488
0.60;1700;0.045601942;717.5869545
0.60;1725;0.045859165;770.8319788
0.60;1750;0.046147859;824.4675849
0.60;1775;0.046470622;878.527654
0.60;1800;0.04683017;933.0481186
0.60;1825;0.04722934;988.0672533
0.60;1850;0.047671094;1043.625934
0.60;1875;0.048158526;1099.767871
0.60;1900;0.048694857;1156.539813
0.60;1925;0.04928344;1213.991741
0.60;1950;0.049927755;1272.177029
0.60;1975;0.05063141;1331.152595
0.60;2000;0.051398138;1390.979026
0.60;2025;0.052231787;1451.720686
0.60;2050;0.053136324;1513.4458
0.60;2075;0.05411582;1576.226513
0.60;2100;0.055174447;1640.138924
0.60;2125;0.056316468;1705.2631
0.60;2150;0.057546226;1771.683051
0.60;2175;0.058868134;1839.486689
0.60;2200;0.060286662;1908.765744
0.60;2225;0.061806323;1979.615655
0.60;2250;0.063431658;2052.135433
0.60;2275;0.065167219;2126.427482
0.60;2300;0.067017553;2202.5974
0.60;2325;0.068987183;2280.753736
0.60;2350;0.071080589;2361.007734
0.60;2375;0.073302186;2443.473033
0.60;2400;0.075656308;2528.265359
0.60;2425;0.078147184;2615.502185
0.60;2450;0.08077892;2705.302388
0.60;2475;0.083555478;2797.785888
0.60;2500;0.086480661;2893.073297
0.60;2525;0.089558094;2991.285574
0.60;2550;0.092791214;3092.543698
0.60;2575;0.096183259;3196.968386
0.60;2600;0.099737268;3304.679849
0.60;2625;0.103456078;3415.797634
0.60;2650;0.107342344;3530.440538
0.60;2675;0.111398555;3648.726653
0.60;2700;0.11562707;3770.773543
0.60;2725;0.120030175;3896.698611
0.60;2750;0.124610145;4026.619665
0.60;2775;0.129369349;4160.655753
0.60;2800;0.134310365;4298.928304
0.60;2825;0.139436143;4441.562624
0.60;2850;0.144750206;4588.689831
0.60;2875;0.150256897;4740.44929
0.60;2900;0.155961693;4896.991626
0.60;2925;0.161871584;5058.482423
0.60;2950;0.167995543;5225.10671
0.60;2975;0.174345093;5397.074341
0.60;3000;0.180935002;5574.62642
0.60;3025;0.187784114;5758.042892
0.60;3050;0.194916362;5947.651474
0.60;3075;0.202361977;6143.838074
0.60;3100;0.210158951;6347.058881
0.60;3125;0.218354786;6557.854281
0.60;3150;0.227008594;6776.864774
0.60;3175;0.236193625;7004.849012
0.60;3200;0.246000293;7242.704062
0.60;3225;0.256539825;7491.487908
0.60;3250;0.267948661;7752.444111
0.60;3275;0.280393775;8027.028383
0.60;3300;0.294079147;8316.936603
0.60;3325;0.309253657;8624.133501
0.60;3350;0.326220806;8950.880825
0.60;3375;0.345350745;9299.763238
0.60;3400;0.367095309;9673.709536
0.60;3425;0.392006996;10076.00586
0.60;3450;0.42076319;10510.2966
0.60;3475;0.454197467;10980.5674
0.60;3500;0.493340626;11491.10361
0.60;3525;0.53947525;12046.41592
0.60;3550;0.594209498;12651.12437
0.60;3575;0.659578645;13309.79117
0.60;3600;0.738187594;14026.6935
0.60;3625;0.833415175;14805.52946
0.60;3650;0.949714079;15649.05478
0.60;3675;1.093063093;16558.65423
0.60;3700;1.271669959;17533.86129
0.60;3725;1.497102698;18571.85067
0.60;3750;1.786186875;19666.93944
0.60;3775;2.164346923;20810.14106
0.60;3800;2.67185167;21988.81641
0.60;3825;3.37638759;23186.45154
0.60;3850;4.400904851;24382.55095
0.60;3875;5.993703577;25552.54812
0.60;3900;8.740110342;26667.4365
0.60;3925;14.41444132;27692.25084
0.60;3950;31.95819399;28579.94677
0.60;3975;31.95819399;28579.94677
0.60;4000;31.95819399;28579.94677
B'g;Temp (K);B'c;Hw (kJ/kg)
0.70;250;0;-5577.01883
0.70;275;0;-5520.455443
0.70;300;0;-5456.638761
0.70;325;0;-5387.30478
0.70;350;0;-5314.711743
0.70;375;0;-5240.882124
0.70;400;0;-5167.254156
0.70;425;0;-5094.647726
0.70;450;0;-5023.365416
0.70;475;0;-4953.315175
0.70;500;0;-4884.109045
0.70;525;0;-4815.127902
0.70;550;0;-4745.55474
0.70;575;0;-4674.381233
0.70;600;0;-4600.391123
0.70;625;0;-4522.122514
0.70;650;0;-4437.810565
0.70;675;0;-4345.313874
0.70;700;0;-4242.032468
0.70;725;0;-4124.835048
0.70;750;0;-3990.030821
0.70;775;0;-3833.448602
0.70;800;0;-3650.720117
0.70;825;0;-3437.891447
0.70;850;0;-3192.471824
0.70;875;0;-2914.913816
0.70;900;0;-2610.238609
0.70;925;0;-2289.083456
0.70;950;0;-1967.102257
0.70;975;0;-1661.975827
0.70;1000;0;-1388.725828
0.70;1025;0;-1155.735515
0.70;1050;0;-963.7693953
0.70;1075;0.002319186;-808.0246634
0.70;1100;0.008755812;-681.2763152
0.70;1125;0.013206797;-576.2938277
0.70;1150;0.016234264;-487.0178514
0.70;1175;0.018274338;-408.8297895
0.70;1200;0.019642578;-338.3877481
0.70;1225;0.020558584;-273.3382267
0.70;1250;0.021172038;-212.0433745
0.70;1275;0.02158399;-153.3661964
0.70;1300;0.021862493;-96.51467929
0.70;1325;0.022053486;-40.93311362
0.70;1350;0.022188161;13.77226568
0.70;1375;0.022287896;67.88379894
0.70;1400;0.022367531;121.6067233
0.70;1425;0.022437545;175.0925884
0.70;1450;0.022505514;228.4553421
0.70;1475;0.022577078;281.7824783
0.70;1500;0.022656597;335.1428397
0.70;1525;0.022747596;388.5921408
0.70;1550;0.022853066;442.1769238
0.70;1575;0.022975674;495.9374316
0.70;1600;0.0231179;549.9097226
0.70;1625;0.023282143;604.1272543
0.70;1650;0.023470789;658.6220897
0.70;1675;0.02368626;713.4258341
0.70;1700;0.023931048;768.5703779
0.70;1725;0.024207743;824.088499
0.70;1750;0.024519048;880.0143614
0.70;1775;0.024867795;936.3839375
0.70;1800;0.025256953;993.2353723
0.70;1825;0.025689632;1050.609303
0.70;1850;0.026169096;1108.549143
0.70;1875;0.026698754;1167.101337
0.70;1900;0.027282174;1226.315588
0.70;1925;0.027923071;1286.245067
0.70;1950;0.028625318;1346.946595
0.70;1975;0.029392934;1408.480809
0.70;2000;0.030230086;1470.912297
0.70;2025;0.031141085;1534.309723
0.70;2050;0.032130379;1598.745922
0.70;2075;0.033202546;1664.297962
0.70;2100;0.034362285;1731.047193
0.70;2125;0.03561441;1799.079255
0.70;2150;0.036963838;1868.484069
0.70;2175;0.038415575;1939.355781
0.70;2200;0.039974705;2011.792684
0.70;2225;0.041646373;2085.897104
0.70;2250;0.043435771;2161.775249
0.70;2275;0.045348118;2239.537023
0.70;2300;0.047388644;2319.295812
0.70;2325;0.049562565;2401.168225
0.70;2350;0.051875068;2485.273816
0.70;2375;0.054331285;2571.734765
0.70;2400;0.056936272;2660.675542
0.70;2425;0.059694987;2752.222544
0.70;2450;0.062612265;2846.503715
0.70;2475;0.065692801;2943.648164
0.70;2500;0.068941125;3043.785771
0.70;2525;0.072361591;3147.046814
0.70;2550;0.075958352;3253.561608
0.70;2575;0.079735359;3363.460185
0.70;2600;0.083696353;3476.872019
0.70;2625;0.087844865;3593.92583
0.70;2650;0.09218423;3714.749473
0.70;2675;0.096717609;3839.469948
0.70;2700;0.101448027;3968.213557
0.70;2725;0.106378427;4101.106239
0.70;2750;0.111511745;4238.274126
0.70;2775;0.116851016;4379.844361
0.70;2800;0.122399502;4525.946225
0.70;2825;0.128160866;4676.712637
0.70;2850;0.134139391;4832.282085
0.70;2875;0.140340249;4992.801063
0.70;2900;0.14676984;5158.427101
0.70;2925;0.153436212;5329.33247
0.70;2950;0.160349567;5505.708682
0.70;2975;0.167522886;5687.771883
0.70;3000;0.174972687;5875.769273
0.70;3025;0.18271994;6069.9867
0.70;3050;0.190791174;6270.757553
0.70;3075;0.199219809;6478.473132
0.70;3100;0.208047763;6693.594631
0.70;3125;0.217327374;6916.666902
0.70;3150;0.227123719;7148.334124
0.70;3175;0.237517388;7389.357491
0.70;3200;0.248607835;7640.634972
0.70;3225;0.260517392;7903.223111
0.70;3250;0.273396131;8178.360728
0.70;3275;0.287427743;8467.494197
0.70;3300;0.30283668;8772.303723
0.70;3325;0.319896892;9094.729748
0.70;3350;0.338942568;9436.998125
0.70;3375;0.360381443;9801.642167
0.70;3400;0.384711433;10191.51896
0.70;3425;0.412541638;10609.81639
0.70;3450;0.44461915;11060.04647
0.70;3475;0.481863716;11546.01909
0.70;3500;0.52541316;12071.78957
0.70;3525;0.57668381;12641.57188
0.70;3550;0.637452214;13259.60906
0.70;3575;0.709967617;13929.99207
0.70;3600;0.797109817;14656.41975
0.70;3625;0.902615505;15441.89507
0.70;3650;1.031410583;16288.35825
0.70;3675;1.190111263;17196.26441
0.70;3700;1.387802937;18164.1234
0.70;3725;1.637293911;19188.03052
0.70;3750;1.957218;20261.22679
0.70;3775;2.375737425;21373.73363
0.70;3800;2.937463732;22512.10331
0.70;3825;3.717388913;23659.30784
0.70;3850;4.851731968;24794.74515
0.70;3875;6.615550481;25894.25486
0.70;3900;9.65702091;26929.84942
0.70;3925;15.93958437;27868.34173
0.70;3950;35.34287293;28665.72911
0.70;3975;35.34287293;28665.72911
0.70;4000;35.34287293;28665.72911
B'g;Temp (K);B'c;Hw (kJ/kg)
0.80;250;0;-5773.369564
0.80;275;0;-5717.692381
0.80;300;0;-5654.801467
0.80;325;0;-5586.044068
0.80;350;0;-5513.446305
0.80;375;0;-5438.993582
0.80;400;0;-5364.212135
0.80;425;0;-5290.054402
0.80;450;0;-5216.950756
0.80;475;0;-5144.912012
0.80;500;0;-5073.624175
0.80;525;0;-5002.515487
0.80;550;0;-4930.793028
0.80;575;0;-4857.451279
0.80;600;0;-4781.255363
0.80;625;0;-4700.70086
0.80;650;0;-4613.95182
0.80;675;0;-4518.760849
0.80;700;0;-4412.380342
0.80;725;0;-4291.484633
0.80;750;0;-4152.141798
0.80;775;0;-3989.902532
0.80;800;0;-3800.108649
0.80;825;0;-3578.550084
0.80;850;0;-3322.580994
0.80;875;0;-3032.6815
0.80;900;0;-2714.156421
0.80;925;0;-2378.209023
0.80;950;0;-2041.278895
0.80;975;0;-1721.890513
0.80;1000;0;-1435.760742
0.80;1025;0;-1191.669339
0.80;1050;0;-990.4531042
0.80;1075;0;-827.1415708
0.80;1100;0;-694.2250129
0.80;1125;0;-584.1691711
0.80;1150;0;-490.645656
0.80;1175;0;-408.8198119
0.80;1200;0;-335.1854808
0.80;1225;0;-267.2679569
0.80;1250;0;-203.3412663
0.80;1275;0;-142.2046816
0.80;1300;0.000180964;-83.02006777
0.80;1325;0.000365164;-25.19818926
0.80;1350;0.000491448;31.67925763
0.80;1375;0.00058249;87.91272811
0.80;1400;0.00065395;143.7209643
0.80;1425;0.000716829;199.265695
0.80;1450;0.000779029;254.6686353
0.80;1475;0.000846403;310.0232878
0.80;1500;0.00092346;365.4032177
0.80;1525;0.001013831;420.8679193
0.80;1550;0.001120602;476.4670258
0.80;1575;0.001246527;532.2433704
0.80;1600;0.001394183;588.2352445
0.80;1625;0.001566075;644.4780907
0.80;1650;0.00176471;701.0057941
0.80;1675;0.001992648;757.8516875
0.80;1700;0.002252538;815.0493486
0.80;1725;0.002547147;872.6332478
0.80;1750;0.002879375;930.6392853
0.80;1775;0.003252272;989.105246
0.80;1800;0.003669046;1048.071193
0.80;1825;0.004133072;1107.57981
0.80;1850;0.004647893;1167.676714
0.80;1875;0.00521723;1228.410724
0.80;1900;0.005844975;1289.834115
0.80;1925;0.0065352;1352.002836
0.80;1950;0.00729215;1414.976718
0.80;1975;0.008120246;1478.819644
0.80;2000;0.009024076;1543.599707
0.80;2025;0.010008398;1609.389337
0.80;2050;0.011078128;1676.265412
0.80;2075;0.012238337;1744.309328
0.80;2100;0.013494241;1813.607048
0.80;2125;0.014851191;1884.249122
0.80;2150;0.016314665;1956.330672
0.80;2175;0.01789025;2029.951341
0.80;2200;0.019583631;2105.215213
0.80;2225;0.021400576;2182.230689
0.80;2250;0.023346915;2261.110331
0.80;2275;0.025428524;2341.970669
0.80;2300;0.027651305;2424.931967
0.80;2325;0.03002116;2510.117955
0.80;2350;0.032543974;2597.65553
0.80;2375;0.035225588;2687.674415
0.80;2400;0.038071772;2780.306805
0.80;2425;0.041088208;2875.68697
0.80;2450;0.044280457;2973.950861
0.80;2475;0.047653943;3075.235683
0.80;2500;0.051213922;3179.679486
0.80;2525;0.054965473;3287.42075
0.80;2550;0.05891347;3398.597996
0.80;2575;0.063062578;3513.349434
0.80;2600;0.067417244;3631.812656
0.80;2625;0.071981698;3754.124409
0.80;2650;0.076759964;3880.420453
0.80;2675;0.081755887;4010.835546
0.80;2700;0.086973167;4145.503574
0.80;2725;0.092415421;4284.557868
0.80;2750;0.098086262;4428.131737
0.80;2775;0.103989409;4576.359275
0.80;2800;0.110128829;4729.376478
0.80;2825;0.116508923;4887.322735
0.80;2850;0.123134759;5050.342762
0.80;2875;0.130012367;5218.589041
0.80;2900;0.137149104;5392.224852
0.80;2925;0.144554106;5571.427988
0.80;2950;0.15223884;5756.395257
0.80;2975;0.160217784;5947.34788
0.80;3000;0.168509246;6144.537908
0.80;3025;0.177136362;6348.255794
0.80;3050;0.186128303;6558.839248
0.80;3075;0.195521721;6776.683542
0.80;3100;0.205362504;7002.253378
0.80;3125;0.215707873;7236.096481
0.80;3150;0.226628913;7478.859024
0.80;3175;0.238213602;7731.30295
0.80;3200;0.250570474;7994.325235
0.80;3225;0.263833006;8268.979001
0.80;3250;0.278164942;8556.496282
0.80;3275;0.293766714;8858.312055
0.80;3300;0.310883278;9176.088878
0.80;3325;0.32981367;9511.741134
0.80;3350;0.350922773;9867.457433
0.80;3375;0.374655904;10245.71911
0.80;3400;0.401557043;10649.31205
0.80;3425;0.432291854;11081.32819
0.80;3450;0.467677082;11545.152
0.80;3475;0.508718562;12044.42622
0.80;3500;0.55666103;12582.98997
0.80;3525;0.613054406;13164.78155
0.80;3550;0.679843426;13793.69771
0.80;3575;0.759491037;14473.40166
0.80;3600;0.855151588;15207.07375
0.80;3625;0.970919176;15997.10214
0.80;3650;1.112192304;16844.71646
0.80;3675;1.28622379;17749.57549
0.80;3700;1.502975546;18709.32984
0.80;3725;1.776494557;19719.1911
0.80;3750;2.127220529;20771.54793
0.80;3775;2.586049835;21855.67308
0.80;3800;3.201930816;22957.55898
0.80;3825;4.057150584;24059.89702
0.80;3850;5.301176868;25142.17029
0.80;3875;7.235780471;26180.74403
0.80;3900;10.57187073;27148.66253
0.80;3925;17.4616029;28014.37778
0.80;3950;38.72029035;28736.52413
0.80;3975;38.72029035;28736.52413
0.80;4000;38.72029035;28736.52413
B'g;Temp (K);B'c;Hw (kJ/kg)
0.90;250;0;-5950.26449
0.90;275;0;-5895.028143
0.90;300;0;-5832.647028
0.90;325;0;-5764.195685
0.90;350;0;-5691.505668
0.90;375;0;-5616.499684
0.90;400;0;-5540.74402
0.90;425;0;-5465.279988
0.90;450;0;-5390.634901
0.90;475;0;-5316.903805
0.90;500;0;-5243.837149
0.90;525;0;-5170.907265
0.90;550;0;-5097.346281
0.90;575;0;-5022.155523
0.90;600;0;-4944.088034
0.90;625;0;-4861.605673
0.90;650;0;-4772.812396
0.90;675;0;-4675.367915
0.90;700;0;-4566.391774
0.90;725;0;-4442.379558
0.90;750;0;-4299.173242
0.90;775;0;-4132.058003
0.90;800;0;-3936.093893
0.90;825;0;-3706.816578
0.90;850;0;-3441.419063
0.90;875;0;-3140.393255
0.90;900;0;-2809.300199
0.90;925;0;-2459.869012
0.90;950;0;-2109.274129
0.90;975;0;-1776.829608
0.90;1000;0;-1478.901848
0.90;1025;0;-1224.640276
0.90;1050;0;-1014.949595
0.90;1075;0;-844.7053563
0.90;1100;0;-706.136428
0.90;1125;0;-591.4301461
0.90;1150;0;-494.0118493
0.90;1175;0;-408.8492784
0.90;1200;0;-332.2861098
0.90;1225;0;-261.7368492
0.90;1250;0;-195.3949634
0.90;1275;0;-132.001449
0.90;1300;0;-70.6759833
0.90;1325;0;-10.79865342
0.90;1350;0;48.07130452
0.90;1375;0;106.2509295
0.90;1400;0;163.971327
0.90;1425;0;221.4035422
0.90;1450;0;278.6763937
0.90;1475;0;335.8888733
0.90;1500;0;393.118852
0.90;1525;0;450.4292618
0.90;1550;0;507.8725374
0.90;1575;0;565.4938498
0.90;1600;0;623.333496
0.90;1625;0;681.4286919
0.90;1650;0;739.8149425
0.90;1675;0;798.5271081
0.90;1700;0;857.6002533
0.90;1725;0;917.0703355
0.90;1750;0;976.9747772
0.90;1775;0;1037.352951
0.90;1800;0;1098.246599
0.90;1825;0;1159.700203
0.90;1850;0;1221.761307
0.90;1875;0;1284.480818
0.90;1900;0;1347.913272
0.90;1925;0;1412.117065
0.90;1950;0;1477.154681
0.90;1975;0;1543.092869
0.90;2000;0;1610.002822
0.90;2025;0;1677.960303
0.90;2050;0;1747.045776
0.90;2075;0;1817.344472
0.90;2100;0;1888.946454
0.90;2125;0;1961.946634
0.90;2150;0;2036.444762
0.90;2175;0;2112.545375
0.90;2200;0;2190.357713
0.90;2225;0.001084612;2269.995592
0.90;2250;0.003182073;2351.57724
0.90;2275;0.005426798;2435.225094
0.90;2300;0.00782535;2521.065555
0.90;2325;0.010384312;2609.228706
0.90;2350;0.013110259;2699.847993
0.90;2375;0.016009732;2793.059874
0.90;2400;0.019089217;2889.003428
0.90;2425;0.022355109;2987.819952
0.90;2450;0.025813695;3089.652529
0.90;2475;0.029471121;3194.645581
0.90;2500;0.033333373;3302.944428
0.90;2525;0.03740625;3414.694847
0.90;2550;0.04169535;3530.042651
0.90;2575;0.046206054;3649.133306
0.90;2600;0.050943518;3772.1116
0.90;2625;0.055912675;3899.121378
0.90;2650;0.061118248;4030.30538
0.90;2675;0.06656477;4165.8052
0.90;2700;0.072256628;4305.761385
0.90;2725;0.078198124;4450.313739
0.90;2750;0.084393561;4599.601836
0.90;2775;0.090847359;4753.765811
0.90;2800;0.097564206;4912.947468
0.90;2825;0.104549259;5077.291766
0.90;2850;0.111808394;5246.948748
0.90;2875;0.119348522;5422.075977
0.90;2900;0.12717798;5602.841575
0.90;2925;0.13530702;5789.427936
0.90;2950;0.143748403;5982.036235
0.90;2975;0.152518134;6180.891815
0.90;3000;0.161636343;6386.250597
0.90;3025;0.171128366;6598.406624
0.90;3050;0.181026048;6817.700875
0.90;3075;0.19136931;7044.531486
0.90;3100;0.202208047;7279.365505
0.90;3125;0.213604398;7522.752313
0.90;3150;0.225635492;7775.338784
0.90;3175;0.238396732;8037.886265
0.90;3200;0.252005763;8311.289336
0.90;3225;0.266607243;8596.596258
0.90;3250;0.282378612;8895.030846
0.90;3275;0.299537078;9208.01531
0.90;3300;0.318348115;9537.193334
0.90;3325;0.339135861;9884.452313
0.90;3350;0.362295905;10251.94316
0.90;3375;0.388311144;10642.09555
0.90;3400;0.417771609;11057.62565
0.90;3425;0.451399506;11501.53259
